GAge	GSex	GCity	GCity_X	GCity_Y	GState	VFrom	VNights	VPersons	VTypeOfVisit	VPriceRoom	VPriceFood	VPriceDeduction	VPriceTotal	QSatisfaction	QRoom	QFood	QService	QCulture	WTemperature	WSky	XEUR
51	female	Jihlava	15.5909008	49.3963828	CR	3.8.2013	7	4	private	40600	0	200	40400	average	60	58	56	50	22.7	rain/snow	25.95
41	male	Wien	16.3736767	48.2115631	Austria	3.8.2013	7	1	private	10150	1260	200	11210	high	93	65	92	48	22.7	rain/snow	25.95
22	female	Berlin	13.3908886	52.5176189	Germany	3.8.2013	7	1	private	10150	1260	200	11210	high	88	92	96	53	22.7	rain/snow	25.95
51	male	Jihlava	15.5909008	49.3963828	CR	3.8.2013	7	4	private	40600	5040	200	45440	average	56	68	59	52	22.7	rain/snow	25.95
75	male	Katovice	19.0241283	50.2592108	Poland	5.8.2013	7	4	private	40600	5040	200	45440	low	13	15	14	4	22.9	rain/snow	25.93
32	female	Katovice	19.0241283	50.2592108	Poland	5.8.2013	7	4	private	40600	5040	200	45440	low	29	9	14	8	22.9	rain/snow	25.93
82	female	Praha	14.4212806	50.0874967	CR	8.8.2013	14	2	private	40600	5040	200	45440	high	94	76	84	57	21.4	sunny	25.82
63	female	Praha	14.4212806	50.0874967	CR	8.8.2013	14	2	private	40600	5040	200	45440	high	84	74	95	54	21.4	sunny	25.82
58	male	Praha	14.4212806	50.0874967	CR	8.8.2013	14	2	private	40600	5040	200	45440	high	86	76	83	54	21.4	sunny	25.82
73	female	Budweis	14.4757883	48.9763169	CR	9.8.2013	2	2	private	5800	0	200	5600	low	15	11	24	7	21.2	sunny	25.93
62	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	2	private	2900	0	0	2900	average	54	21	45	93	21.2	sunny	25.93
22	male	Linz	14.2862742	48.3066489	Austria	9.8.2013	2	3	private	8700	0	200	8500	average	57	66	56	97	21.2	sunny	25.93
51	male	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	2	private	2900	360	0	3260	average	41	22	48	82	21.2	sunny	25.93
73	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	2	1	private	2900	360	200	3060	average	59	36	71	100	21.2	sunny	25.93
76	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	1	private	1450	180	0	1630	average	50	33	63	94	21.2	sunny	25.93
77	male	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	2	private	2900	0	0	2900	average	41	29	71	46	21.2	sunny	25.93
22	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	2	private	2900	360	0	3260	average	57	23	57	93	21.2	sunny	25.93
62	female	München	11.5836375	48.1364669	Germany	9.8.2013	2	2	private	5800	720	200	6320	low	21	18	29	1	21.2	sunny	25.93
64	male	Linz	14.2862742	48.3066489	Austria	9.8.2013	2	1	private	2900	360	200	3060	average	60	67	54	97	21.2	sunny	25.93
33	male	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	1	private	1450	180	0	1630	average	47	33	71	46	21.2	sunny	25.93
51	male	München	11.5836375	48.1364669	Germany	9.8.2013	2	2	private	5800	720	200	6320	low	32	20	22	33	21.2	sunny	25.93
19	female	München	11.5836375	48.1364669	Germany	9.8.2013	2	4	private	11600	1440	200	12840	average	47	30	59	97	21.2	sunny	25.93
55	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	2	private	2900	360	0	3260	average	57	24	56	99	21.2	sunny	25.93
24	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	2	1	private	2900	360	200	3060	average	42	57	46	46	21.2	sunny	25.93
31	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	4	private	5800	720	0	6520	average	46	33	61	81	21.2	sunny	25.93
47	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	2	private	2900	0	0	2900	average	58	29	45	51	21.2	sunny	25.93
52	female	Budweis	14.4757883	48.9763169	CR	9.8.2013	2	2	private	5800	720	200	6320	low	29	11	21	1	21.2	sunny	25.93
22	female	Linz	14.2862742	48.3066489	Austria	9.8.2013	2	1	private	2900	360	200	3060	average	45	22	62	97	21.2	sunny	25.93
41	male	Linz	14.2862742	48.3066489	Austria	9.8.2013	1	4	private	5800	720	0	6520	average	52	34	58	52	21.2	sunny	25.93
79	female	Budweis	14.4757883	48.9763169	CR	9.8.2013	2	2	private	5800	0	200	5600	low	24	26	14	34	21.2	sunny	25.93
49	male	Linz	14.2862742	48.3066489	Austria	9.8.2013	2	1	private	2900	0	200	2700	average	47	57	63	84	21.2	sunny	25.93
52	male	Linz	14.2862742	48.3066489	Austria	9.8.2013	2	1	private	2900	360	200	3060	average	41	65	62	46	21.2	sunny	25.93
25	female	Budweis	14.4757883	48.9763169	CR	9.8.2013	2	2	private	5800	720	200	6320	low	37	17	14	4	21.2	sunny	25.93
30	male	Jihlava	15.5909008	49.3963828	CR	10.8.2013	7	4	private	40600	5040	200	45440	average	53	65	70	94	22.1	sunny	25.93
35	female	Jihlava	15.5909008	49.3963828	CR	10.8.2013	7	4	private	40600	5040	200	45440	average	42	68	53	93	22.1	sunny	25.93
21	male	Katovice	19.0241283	50.2592108	Poland	10.8.2013	7	4	private	40600	0	200	40400	average	56	65	57	47	22.1	sunny	25.93
78	female	Jihlava	15.5909008	49.3963828	CR	10.8.2013	7	4	private	40600	5040	200	45440	average	53	23	58	51	22.1	sunny	25.93
36	male	Jihlava	15.5909008	49.3963828	CR	10.8.2013	7	4	private	40600	0	200	40400	average	48	58	71	84	22.1	sunny	25.93
67	female	Jihlava	15.5909008	49.3963828	CR	10.8.2013	7	2	private	20300	2520	200	22620	average	50	33	64	96	22.1	sunny	25.93
51	male	Jihlava	15.5909008	49.3963828	CR	10.8.2013	7	4	private	40600	5040	200	45440	average	56	57	57	81	22.1	sunny	25.93
19	female	Jihlava	15.5909008	49.3963828	CR	10.8.2013	7	4	private	40600	5040	200	45440	average	45	21	55	97	22.1	sunny	25.93
51	female	Katovice	19.0241283	50.2592108	Poland	12.8.2013	7	4	private	40600	5040	200	45440	low	32	28	24	3	22.6	rain/snow	25.88
35	male	München	11.5836375	48.1364669	Germany	13.8.2013	1	1	business	1450	180	0	1630	average	41	65	70	52	17.6	sunny	25.88
46	female	München	11.5836375	48.1364669	Germany	13.8.2013	1	1	business	1450	0	0	1450	average	60	60	69	81	17.6	sunny	25.88
65	male	Wien	16.3736767	48.2115631	Austria	13.8.2013	1	3	business	4350	540	0	4890	average	41	65	54	81	17.6	sunny	25.88
19	female	Linz	14.2862742	48.3066489	Austria	16.8.2013	2	4	private	11600	1440	200	12840	average	53	31	48	98	19.5	cloudy	25.8
30	male	München	11.5836375	48.1364669	Germany	20.8.2013	1	2	business	2900	360	0	3260	average	57	24	58	47	22.1	rain/snow	25.77
72	female	München	11.5836375	48.1364669	Germany	20.8.2013	1	1	business	1450	0	0	1450	average	50	60	54	95	22.1	rain/snow	25.77
51	female	München	11.5836375	48.1364669	Germany	20.8.2013	1	1	business	1450	0	0	1450	average	60	65	60	51	22.1	rain/snow	25.77
58	female	München	11.5836375	48.1364669	Germany	20.8.2013	1	1	business	1450	180	0	1630	average	57	65	69	82	22.1	rain/snow	25.77
72	female	Kladno	14.1022533	50.1484586	CR	21.8.2013	1	1	business	1450	180	0	1630	average	50	33	60	84	24	rain/snow	25.77
30	female	Kladno	14.1022533	50.1484586	CR	21.8.2013	1	1	business	1450	180	0	1630	average	56	67	64	95	24	rain/snow	25.77
28	male	München	11.5836375	48.1364669	Germany	27.8.2013	1	1	business	1450	180	0	1630	average	47	58	70	46	26.9	cloudy	25.76
66	male	Kladno	14.1022533	50.1484586	CR	28.8.2013	1	2	business	2900	360	0	3260	average	49	33	56	93	25.5	rain/snow	25.72
36	female	Kladno	14.1022533	50.1484586	CR	28.8.2013	1	1	business	1450	180	0	1630	average	55	58	69	51	25.5	rain/snow	25.72
69	female	Kladno	14.1022533	50.1484586	CR	28.8.2013	1	1	business	1450	180	0	1630	average	56	30	63	49	25.5	rain/snow	25.72
62	male	Kladno	14.1022533	50.1484586	CR	28.8.2013	1	1	business	1450	180	0	1630	average	55	33	55	96	25.5	rain/snow	25.72
37	female	Kladno	14.1022533	50.1484586	CR	28.8.2013	1	3	business	4350	540	0	4890	average	52	67	63	52	25.5	rain/snow	25.72
41	male	Kladno	14.1022533	50.1484586	CR	28.8.2013	1	1	business	1450	0	0	1450	average	48	22	71	49	25.5	rain/snow	25.72
29	male	Kladno	14.1022533	50.1484586	CR	28.8.2013	1	1	business	1450	180	0	1630	average	50	59	71	84	25.5	rain/snow	25.72
75	female	Kladno	14.1022533	50.1484586	CR	28.8.2013	1	3	business	4350	0	0	4350	average	57	32	62	97	25.5	rain/snow	25.72
24	female	Brno	16.6153758	49.1921808	CR	3.9.2013	14	4	private	81200	0	200	81000	average	49	30	46	51	19.9	rain/snow	25.72
55	female	Gdaòsk	18.6560864	54.3482911	Poland	10.9.2013	14	4	private	81200	0	200	81000	average	43	31	60	94	27.2	cloudy	25.84
56	female	Gdaòsk	18.6560864	54.3482911	Poland	10.9.2013	14	4	private	81200	0	200	81000	average	59	30	55	50	27.2	cloudy	25.84
56	female	Gdaòsk	18.6560864	54.3482911	Poland	10.9.2013	14	2	private	40600	0	200	40400	average	60	65	46	51	27.2	cloudy	25.84
22	male	Gdaòsk	18.6560864	54.3482911	Poland	10.9.2013	14	1	private	20300	0	200	20100	average	60	60	54	93	27.2	cloudy	25.84
60	female	Gdaòsk	18.6560864	54.3482911	Poland	10.9.2013	14	4	private	81200	0	200	81000	average	45	32	63	98	27.2	cloudy	25.84
43	female	Gdaòsk	18.6560864	54.3482911	Poland	10.9.2013	14	2	private	40600	0	200	40400	average	45	66	62	50	27.2	cloudy	25.84
30	female	Gdaòsk	18.6560864	54.3482911	Poland	10.9.2013	14	3	private	60900	0	200	60700	average	60	34	70	96	27.2	cloudy	25.84
54	female	Gdaòsk	18.6560864	54.3482911	Poland	10.9.2013	14	4	private	81200	0	200	81000	average	49	57	46	46	27.2	cloudy	25.84
35	male	Praha	14.4212806	50.0874967	CR	17.9.2013	14	1	private	20300	0	200	20100	average	54	60	46	45	15.2	sunny	25.72
80	female	Salzburg	13.0475658	47.798095	Austria	3.10.2013	1	4	business	5800	0	0	5800	average	44	24	72	84	19.7	cloudy	25.56
43	male	Zlín	17.6700633	49.2280669	CR	3.10.2013	1	3	business	4350	0	0	4350	low	13	24	16	36	19.7	cloudy	25.56
54	female	Karlovy Vary	12.8690381	50.2311075	CR	4.10.2013	2	1	private	2900	0	200	2700	low	27	24	26	17	19.6	cloudy	25.56
79	male	Dresden	13.7397044	51.0497456	Germany	5.10.2013	7	3	private	30450	0	600	29850	average	49	31	72	83	19.6	cloudy	25.56
50	male	Liberec	15.0663036	50.7709239	CR	5.10.2013	21	2	private	60900	0	1400	59500	low	31	23	30	8	19.6	cloudy	25.56
60	female	Dresden	13.7397044	51.0497456	Germany	5.10.2013	7	3	private	30450	0	600	29850	average	54	24	57	82	19.6	cloudy	25.56
67	female	Dresden	13.7397044	51.0497456	Germany	5.10.2013	7	3	private	30450	0	600	29850	average	60	22	69	48	19.6	cloudy	25.56
54	male	Budweis	14.4757883	48.9763169	CR	5.10.2013	21	4	private	121800	0	1400	120400	low	23	26	14	5	19.6	cloudy	25.56
77	male	Salzburg	13.0475658	47.798095	Austria	10.10.2013	1	4	business	5800	0	0	5800	average	44	35	48	82	15.1	rain/snow	25.53
64	male	Warsaw	21.0099069	52.2342533	Poland	10.10.2013	1	3	business	4350	0	0	4350	low	30	23	27	19	15.1	rain/snow	25.53
23	female	Warsaw	21.0099069	52.2342533	Poland	10.10.2013	1	3	business	4350	0	0	4350	low	22	12	40	12	15.1	rain/snow	25.53
63	male	Salzburg	13.0475658	47.798095	Austria	10.10.2013	1	4	business	5800	0	0	5800	average	43	30	57	82	15.1	rain/snow	25.53
58	male	Warsaw	21.0099069	52.2342533	Poland	10.10.2013	1	3	business	4350	0	0	4350	low	32	12	16	33	15.1	rain/snow	25.53
19	female	Warsaw	21.0099069	52.2342533	Poland	10.10.2013	1	3	business	4350	0	0	4350	low	21	10	30	19	15.1	rain/snow	25.53
51	male	Salzburg	13.0475658	47.798095	Austria	10.10.2013	1	4	business	5800	0	0	5800	average	42	35	45	93	15.1	rain/snow	25.53
51	male	Zlín	17.6700633	49.2280669	CR	10.10.2013	1	4	business	5800	0	0	5800	average	46	21	46	98	15.1	rain/snow	25.53
53	female	Warsaw	21.0099069	52.2342533	Poland	10.10.2013	1	4	business	5800	0	0	5800	low	29	25	15	6	15.1	rain/snow	25.53
36	female	Salzburg	13.0475658	47.798095	Austria	10.10.2013	1	2	business	2900	0	0	2900	average	41	31	55	81	15.1	rain/snow	25.53
58	female	Salzburg	13.0475658	47.798095	Austria	10.10.2013	1	4	business	5800	0	0	5800	average	47	21	61	51	15.1	rain/snow	25.53
76	male	Warsaw	21.0099069	52.2342533	Poland	10.10.2013	1	3	business	4350	0	0	4350	low	29	14	13	6	15.1	rain/snow	25.53
51	female	Salzburg	13.0475658	47.798095	Austria	10.10.2013	1	1	business	1450	0	0	1450	average	49	30	47	51	15.1	rain/snow	25.53
20	female	Warsaw	21.0099069	52.2342533	Poland	10.10.2013	1	2	business	2900	0	0	2900	low	32	14	15	8	15.1	rain/snow	25.53
58	male	Wien	16.3736767	48.2115631	Austria	11.10.2013	2	1	private	2900	0	200	2700	low	28	23	29	10	17.8	rain/snow	25.53
74	male	Wien	16.3736767	48.2115631	Austria	11.10.2013	2	1	private	2900	0	200	2700	low	14	18	21	4	17.8	rain/snow	25.53
67	male	Wien	16.3736767	48.2115631	Austria	11.10.2013	2	1	private	2900	0	200	2700	low	27	19	31	34	17.8	rain/snow	25.53
60	female	Wien	16.3736767	48.2115631	Austria	11.10.2013	2	1	private	2900	0	200	2700	low	27	20	39	17	17.8	rain/snow	25.53
70	male	Wien	16.3736767	48.2115631	Austria	11.10.2013	2	1	private	2900	0	200	2700	low	14	10	13	34	17.8	rain/snow	25.53
38	female	Wien	16.3736767	48.2115631	Austria	11.10.2013	2	2	private	5800	0	200	5600	low	25	21	28	35	17.8	rain/snow	25.53
41	female	Praha	14.4212806	50.0874967	CR	11.10.2013	2	2	private	5800	0	200	5600	average	50	67	69	52	17.8	rain/snow	25.53
82	male	Wien	16.3736767	48.2115631	Austria	11.10.2013	2	1	private	2900	0	200	2700	low	16	22	27	10	17.8	rain/snow	25.53
70	female	Budweis	14.4757883	48.9763169	CR	12.10.2013	21	4	private	121800	0	1400	120400	low	15	13	21	17	16.2	sunny	25.53
70	male	Nitra	18.0902903	48.3139558	Slovakia	12.10.2013	7	4	private	40600	0	600	40000	low	29	21	30	7	16.2	sunny	25.53
55	female	Budweis	14.4757883	48.9763169	CR	12.10.2013	21	4	private	121800	0	1400	120400	low	23	25	29	35	16.2	sunny	25.53
56	male	München	11.5836375	48.1364669	Germany	12.10.2013	7	1	private	10150	0	600	9550	high	93	74	99	72	16.2	sunny	25.53
34	female	München	11.5836375	48.1364669	Germany	12.10.2013	21	2	private	60900	0	1400	59500	low	29	24	39	8	16.2	sunny	25.53
75	male	Budweis	14.4757883	48.9763169	CR	12.10.2013	21	4	private	121800	0	1400	120400	low	32	25	26	17	16.2	sunny	25.53
39	female	Dresden	13.7397044	51.0497456	Germany	12.10.2013	7	2	private	20300	0	600	19700	average	58	34	47	98	16.2	sunny	25.53
77	male	Hradec Králové	15.8353464	50.2100194	CR	12.10.2013	21	4	private	121800	0	1400	120400	low	22	9	23	33	16.2	sunny	25.53
63	female	Dresden	13.7397044	51.0497456	Germany	12.10.2013	7	2	private	20300	0	600	19700	average	50	58	60	99	16.2	sunny	25.53
70	female	Dresden	13.7397044	51.0497456	Germany	12.10.2013	7	2	private	20300	0	600	19700	average	53	59	47	82	16.2	sunny	25.53
30	female	Budweis	14.4757883	48.9763169	CR	12.10.2013	21	3	private	91350	0	1400	89950	low	26	13	32	18	16.2	sunny	25.53
79	female	Dresden	13.7397044	51.0497456	Germany	12.10.2013	7	2	private	20300	0	600	19700	average	41	29	47	52	16.2	sunny	25.53
46	male	Dresden	13.7397044	51.0497456	Germany	12.10.2013	7	3	private	30450	0	600	29850	average	56	67	63	93	16.2	sunny	25.53
58	female	Ostrava	18.2825511	49.8341497	CR	17.10.2013	1	4	business	5800	0	0	5800	average	55	58	71	82	8.1	cloudy	25.7
31	female	Warsaw	21.0099069	52.2342533	Poland	17.10.2013	1	3	business	4350	0	0	4350	low	37	27	26	3	8.1	cloudy	25.7
52	female	Jihlava	15.5909008	49.3963828	CR	17.10.2013	1	3	business	4350	0	0	4350	low	13	26	23	4	8.1	cloudy	25.7
64	female	Berlin	13.3908886	52.5176189	Germany	18.10.2013	2	2	private	5800	0	200	5600	average	52	34	55	100	5.7	rain/snow	25.78
41	female	Berlin	13.3908886	52.5176189	Germany	18.10.2013	2	2	private	5800	0	200	5600	average	56	57	69	46	5.7	rain/snow	25.78
44	female	Salzburg	13.0475658	47.798095	Austria	18.10.2013	2	2	private	5800	0	200	5600	average	53	34	45	51	5.7	rain/snow	25.78
24	female	Berlin	13.3908886	52.5176189	Germany	18.10.2013	2	2	private	5800	0	200	5600	average	47	32	59	50	5.7	rain/snow	25.78
29	female	Linz	14.2862742	48.3066489	Austria	18.10.2013	2	4	private	11600	0	200	11400	average	45	36	53	46	5.7	rain/snow	25.78
19	female	Pilsen	13.3771556	49.7490406	CR	18.10.2013	2	1	private	2900	0	200	2700	low	37	21	14	11	5.7	rain/snow	25.78
78	male	Linz	14.2862742	48.3066489	Austria	18.10.2013	2	4	private	11600	0	200	11400	average	54	66	62	100	5.7	rain/snow	25.78
80	male	Berlin	13.3908886	52.5176189	Germany	18.10.2013	2	2	private	5800	0	200	5600	average	49	59	60	50	5.7	rain/snow	25.78
25	male	Kladno	14.1022533	50.1484586	CR	18.10.2013	2	3	private	8700	0	200	8500	average	53	30	61	83	5.7	rain/snow	25.78
35	female	Praha	14.4212806	50.0874967	CR	19.10.2013	7	4	private	40600	0	600	40000	high	100	81	94	55	7	cloudy	25.78
46	female	Praha	14.4212806	50.0874967	CR	19.10.2013	7	1	private	10150	0	600	9550	high	97	74	92	58	7	cloudy	25.78
43	male	Nitra	18.0902903	48.3139558	Slovakia	19.10.2013	7	3	private	30450	0	600	29850	low	13	17	13	17	7	cloudy	25.78
74	male	Dresden	13.7397044	51.0497456	Germany	19.10.2013	7	2	private	20300	0	600	19700	average	54	34	72	93	7	cloudy	25.78
56	male	Praha	14.4212806	50.0874967	CR	19.10.2013	7	1	private	10150	0	600	9550	high	96	91	82	64	7	cloudy	25.78
30	male	Budweis	14.4757883	48.9763169	CR	19.10.2013	21	1	private	30450	0	1400	29050	low	22	22	27	4	7	cloudy	25.78
30	female	Nitra	18.0902903	48.3139558	Slovakia	19.10.2013	7	4	private	40600	0	600	40000	low	37	11	24	1	7	cloudy	25.78
46	female	Salzburg	13.0475658	47.798095	Austria	19.10.2013	7	1	private	10150	0	600	9550	high	83	84	88	57	7	cloudy	25.78
20	female	Nitra	18.0902903	48.3139558	Slovakia	19.10.2013	7	3	private	30450	0	600	29850	low	13	21	37	12	7	cloudy	25.78
76	female	Liberec	15.0663036	50.7709239	CR	19.10.2013	7	1	private	10150	0	600	9550	high	83	79	100	47	7	cloudy	25.78
19	male	Pilsen	13.3771556	49.7490406	CR	19.10.2013	7	1	private	10150	0	600	9550	low	25	26	28	3	7	cloudy	25.78
32	male	München	11.5836375	48.1364669	Germany	19.10.2013	7	4	private	40600	0	600	40000	low	24	11	16	18	7	cloudy	25.78
35	male	Praha	14.4212806	50.0874967	CR	19.10.2013	7	1	private	10150	0	600	9550	high	98	79	90	48	7	cloudy	25.78
65	female	Dresden	13.7397044	51.0497456	Germany	19.10.2013	7	2	private	20300	0	600	19700	average	42	68	54	98	7	cloudy	25.78
36	female	Praha	14.4212806	50.0874967	CR	19.10.2013	7	2	private	20300	0	600	19700	high	92	82	85	71	7	cloudy	25.78
35	male	Salzburg	13.0475658	47.798095	Austria	19.10.2013	7	1	private	10150	0	600	9550	high	95	75	87	48	7	cloudy	25.78
31	male	Praha	14.4212806	50.0874967	CR	19.10.2013	7	4	private	40600	0	600	40000	high	82	65	81	72	7	cloudy	25.78
68	male	Praha	14.4212806	50.0874967	CR	19.10.2013	21	4	private	121800	0	1400	120400	low	16	20	21	4	7	cloudy	25.78
20	female	Hradec Králové	15.8353464	50.2100194	CR	24.10.2013	1	4	business	5800	0	0	5800	average	59	35	60	95	2.1	sunny	25.77
76	female	Budweis	14.4757883	48.9763169	CR	25.10.2013	2	4	private	11600	0	200	11400	low	15	19	26	19	4.6	sunny	25.75
19	female	Budweis	14.4757883	48.9763169	CR	25.10.2013	2	1	private	2900	0	200	2700	low	30	9	37	8	4.6	sunny	25.75
24	female	Linz	14.2862742	48.3066489	Austria	25.10.2013	2	2	private	5800	0	200	5600	average	51	23	45	84	4.6	sunny	25.75
22	male	Salzburg	13.0475658	47.798095	Austria	25.10.2013	2	2	private	5800	0	200	5600	average	57	57	46	98	4.6	sunny	25.75
57	female	Zlín	17.6700633	49.2280669	CR	25.10.2013	2	1	private	2900	0	200	2700	low	23	27	25	4	4.6	sunny	25.75
48	female	Linz	14.2862742	48.3066489	Austria	25.10.2013	2	1	private	2900	0	200	2700	average	58	22	47	47	4.6	sunny	25.75
69	female	Budweis	14.4757883	48.9763169	CR	25.10.2013	2	4	private	11600	0	200	11400	low	26	19	25	10	4.6	sunny	25.75
60	male	Bratislava	17.1097606	48.1547933	Slovakia	25.10.2013	7	1	private	10150	0	200	9950	high	89	73	97	55	4.6	sunny	25.75
36	female	Linz	14.2862742	48.3066489	Austria	25.10.2013	2	4	private	11600	0	200	11400	average	43	33	58	98	4.6	sunny	25.75
65	male	Linz	14.2862742	48.3066489	Austria	25.10.2013	2	1	private	2900	0	200	2700	average	48	59	60	82	4.6	sunny	25.75
40	female	Linz	14.2862742	48.3066489	Austria	25.10.2013	2	4	private	11600	0	200	11400	average	59	67	48	97	4.6	sunny	25.75
62	male	Wien	16.3736767	48.2115631	Austria	25.10.2013	2	1	private	2900	0	200	2700	low	28	25	27	19	4.6	sunny	25.75
77	male	Salzburg	13.0475658	47.798095	Austria	25.10.2013	2	1	private	2900	0	200	2700	average	55	32	53	81	4.6	sunny	25.75
29	female	Budweis	14.4757883	48.9763169	CR	25.10.2013	2	4	private	11600	0	200	11400	low	16	19	31	5	4.6	sunny	25.75
19	female	Berlin	13.3908886	52.5176189	Germany	25.10.2013	2	2	private	5800	0	200	5600	average	43	23	69	81	4.6	sunny	25.75
28	male	Linz	14.2862742	48.3066489	Austria	25.10.2013	2	4	private	11600	0	200	11400	average	60	31	47	96	4.6	sunny	25.75
36	male	Salzburg	13.0475658	47.798095	Austria	25.10.2013	2	2	private	5800	0	200	5600	average	56	33	45	93	4.6	sunny	25.75
19	female	Brno	16.6153758	49.1921808	CR	25.10.2013	2	3	private	8700	0	200	8500	low	38	27	15	19	4.6	sunny	25.75
64	male	München	11.5836375	48.1364669	Germany	25.10.2013	2	3	private	8700	0	200	8500	average	53	34	70	96	4.6	sunny	25.75
49	male	Linz	14.2862742	48.3066489	Austria	25.10.2013	2	4	private	11600	0	200	11400	average	59	65	71	98	4.6	sunny	25.75
33	female	Budweis	14.4757883	48.9763169	CR	25.10.2013	2	2	private	5800	0	200	5600	average	55	35	54	51	4.6	sunny	25.75
52	male	Budweis	14.4757883	48.9763169	CR	25.10.2013	2	1	private	2900	0	200	2700	low	29	26	26	9	4.6	sunny	25.75
50	male	Salzburg	13.0475658	47.798095	Austria	25.10.2013	2	2	private	5800	0	200	5600	average	58	30	45	51	4.6	sunny	25.75
22	female	Budweis	14.4757883	48.9763169	CR	25.10.2013	2	1	private	2900	0	200	2700	low	22	27	15	17	4.6	sunny	25.75
18	female	Budweis	14.4757883	48.9763169	CR	25.10.2013	2	1	private	2900	0	200	2700	low	22	12	38	36	4.6	sunny	25.75
24	male	Linz	14.2862742	48.3066489	Austria	25.10.2013	2	4	private	11600	0	200	11400	average	55	35	57	99	4.6	sunny	25.75
18	female	Salzburg	13.0475658	47.798095	Austria	25.10.2013	2	2	private	5800	0	200	5600	average	57	33	72	51	4.6	sunny	25.75
35	male	Berlin	13.3908886	52.5176189	Germany	25.10.2013	2	2	private	5800	0	200	5600	average	47	35	45	48	4.6	sunny	25.75
19	female	Nitra	18.0902903	48.3139558	Slovakia	26.10.2013	7	4	private	40600	0	600	40000	low	14	26	40	33	6.5	cloudy	25.75
56	female	Nitra	18.0902903	48.3139558	Slovakia	26.10.2013	7	4	private	40600	0	600	40000	low	29	21	25	20	6.5	cloudy	25.75
43	male	Salzburg	13.0475658	47.798095	Austria	26.10.2013	7	2	private	20300	0	600	19700	low	32	25	40	2	6.5	cloudy	25.75
35	male	Praha	14.4212806	50.0874967	CR	26.10.2013	7	4	private	40600	0	600	40000	low	21	27	22	36	6.5	cloudy	25.75
20	male	Hradec Králové	15.8353464	50.2100194	CR	31.10.2013	1	2	private	2900	0	0	2900	low	30	11	16	1	14.2	cloudy	25.72
22	female	Bratislava	17.1097606	48.1547933	Slovakia	1.11.2013	2	4	private	11600	0	200	11400	high	91	80	99	53	7	cloudy	25.85
31	female	Bratislava	17.1097606	48.1547933	Slovakia	1.11.2013	7	1	private	10150	0	200	9950	high	89	92	100	54	7	cloudy	25.85
77	female	Nitra	18.0902903	48.3139558	Slovakia	1.11.2013	2	1	private	2900	0	200	2700	average	54	21	46	46	7	cloudy	25.85
53	male	Wien	16.3736767	48.2115631	Austria	1.11.2013	2	2	private	5800	0	200	5600	average	60	24	60	84	7	cloudy	25.85
39	female	Praha	14.4212806	50.0874967	CR	1.11.2013	7	1	private	10150	0	200	9950	high	89	75	86	72	7	cloudy	25.85
38	female	Salzburg	13.0475658	47.798095	Austria	1.11.2013	2	2	private	5800	0	200	5600	average	47	60	72	97	7	cloudy	25.85
77	male	Salzburg	13.0475658	47.798095	Austria	1.11.2013	2	2	private	5800	0	200	5600	average	52	24	53	49	7	cloudy	25.85
25	female	Jihlava	15.5909008	49.3963828	CR	1.11.2013	7	1	private	10150	0	200	9950	high	81	92	88	45	7	cloudy	25.85
32	male	Pilsen	13.3771556	49.7490406	CR	1.11.2013	2	2	private	5800	0	200	5600	average	60	35	47	47	7	cloudy	25.85
29	male	Ostrava	18.2825511	49.8341497	CR	1.11.2013	2	1	private	2900	0	200	2700	low	22	20	30	18	7	cloudy	25.85
28	male	Bratislava	17.1097606	48.1547933	Slovakia	1.11.2013	7	2	private	20300	0	200	20100	high	81	68	83	46	7	cloudy	25.85
75	male	Bratislava	17.1097606	48.1547933	Slovakia	1.11.2013	7	1	private	10150	0	200	9950	high	97	83	92	55	7	cloudy	25.85
70	female	Bratislava	17.1097606	48.1547933	Slovakia	1.11.2013	7	1	private	10150	0	200	9950	high	93	65	94	45	7	cloudy	25.85
43	female	Nitra	18.0902903	48.3139558	Slovakia	1.11.2013	2	1	private	2900	0	200	2700	average	44	67	71	47	7	cloudy	25.85
77	female	Bratislava	17.1097606	48.1547933	Slovakia	1.11.2013	7	3	private	30450	0	200	30250	high	89	82	93	57	7	cloudy	25.85
36	male	Karlovy Vary	12.8690381	50.2311075	CR	2.11.2013	7	2	private	20300	0	600	19700	high	90	80	94	61	4.8	cloudy	25.85
73	female	Karlovy Vary	12.8690381	50.2311075	CR	2.11.2013	7	2	private	20300	0	600	19700	high	88	73	82	46	4.8	cloudy	25.85
35	female	Bratislava	17.1097606	48.1547933	Slovakia	7.11.2013	1	2	private	2900	0	0	2900	low	27	20	13	17	1.1	cloudy	26.85
33	male	Bratislava	17.1097606	48.1547933	Slovakia	7.11.2013	1	2	private	2900	0	0	2900	low	15	11	27	4	1.1	cloudy	26.85
